id;municipio;zona;inep;unidade;logradouro;numero;complemento;bairro;cep;estado_id;municipio_id
1;Amapá;Rural;16000820;ESC EST ANTONIO TEIXEIRA GUERRA;VILA DO SUCURIJU;S/N;;;68950000;4;209
2;Amapá;Rural;16000676;ESC EST BOM JESUS DO ARAGUARI;COMUNIDADE BOM JESUS DO ARAGUARI;S/N;;S/B;68950000;4;209
3;Amapá;Rural;16000684;ESC EST ROZENDO NASCIMENTO FILHO;ASSENTAMENTO DO PIQUIA;;;;68950000;4;209
4;Amapá;Rural;16000722;ESC EST SAO RAIMUNDO DO ARAGUARI;MARGEM ESQUERDADO RIO ARAGAURI.;S/N;COMUNIDADE RIBEIRINHA;;68950000;4;209
5;Amapá;Urbana;16000706;ESC EST PROF MARIA ESMERALDA MARTINS DE MOURA;RUA GUARANI;0743;;SETE MANGUEIRAS;68950000;4;209
6;Amapá;Urbana;16000641;ESC EST VEIGA CABRAL;AV. FAB;172;;CENTRO;68950000;4;209
7;Amapá;Urbana;16000749;ESC EST VIDAL DE NEGREIROS;AVENIDA DESIDERIO ANTONIO COELHO;470;ESCOLA;SETE MANGUEIRAS;68950000;4;209
8;Calçoene;Rural;16000030;ESC EST IVANILDO FORTES DA SILVA;RUA DA PAZ;;BR 156;VILA DO CARNOT;68960000;4;209
9;Calçoene;Rural;16000170;ESC EST JUVENAL GUIMARAES TEIXEIRA;AV JOSE LOURENCO;580;;CENTRO;68970000;4;209
10;Calçoene;Urbana;16000048;ESC EST AMARO BRASILINO DE F FILHO;AV EULALIO MODESTO;2408;;BEIRA RIO;68960000;4;209
11;Calçoene;Urbana;16000080;ESC EST JOSE RODRIGUES CORDEIRO;AVENIDA MANOEL SARMENTO;0709;PROXIMO A CEA;CEA;68960000;4;209
12;Calçoene;Urbana;16000064;ESC EST PROF SILVIO ELITO DE LIMA SANTOS;AVENIDA MANOEL SARMENTO;266;;CEA;68960000;4;209
13;Cutias;Rural;16001443;ESC EST CREIO EM DEUS DO ARAGUARI;COMUNIDADE CREIO EM DEUS DO ARAGURI;S/N;;;68973000;4;209
14;Cutias;Rural;16001478;ESC EST MARIO ALVES MEIRA;RUA PRINCIPAL DO LIVRAMENTO;514;DISTRITO LIVRAMENTO;CENTRO;68973000;4;209
15;Cutias;Rural;16001486;ESC EST ORLANDO MENDES DIAS;COMUNIDADE SAO PAULO DO RIO ARAGUARI;S/N;ESCOLA;COMUNIDADE SAO PAULO DO ARAGUARI;68973000;4;209
16;Cutias;Rural;16001494;ESC EST PRACUUBA DO ARAGUARI;COMUNIDADE PRACUUBA DO ARAGUARI;S/N;;CUTIAS;68973000;4;209
17;Cutias;Rural;16001400;ESC EST PROF JOSE RIBEIRO PONTES;RUA RIO GURUPORA;1085;COMUNIDADE GURUPORA;CENTRO;68973000;4;209
18;Cutias;Urbana;16001451;ESC EST LOURIMAR SIMOES PAES;RUA LEOVERGIO TOLOSA SOARES;624;;CENTRO;68973000;4;209
19;Ferreira Gomes;Rural;16001605;ESC EST INDEPENDENCIA;BR 156, KM 130.;1038;HIDRELETRICA;PAREDAO-FERREIRA GOMES;68915000;4;209
20;Ferreira Gomes;Rural;16001591;ESC EST TRACAJATUBA DO ARAGUARI;RETIRO SANTA ROSA MARGEM DIREITA DO RIO TRACAJATUBA;47;DISTRITO;;68915000;4;209
21;Ferreira Gomes;Rural;16001583;ESCOLA ESTADUAL MARIA ENEDINA MARQUES COSTA;MARGEM DIREITA DO RIO ARAGUARI;S/N;RIBEIRINHA;COMUNIDADE NOVA ESPERANCA;68915000;4;209
22;Ferreira Gomes;Rural;16001575;ESCOLA ESTADUAL PEDRO ROLDAO FIGUEIREDO;MARGEM ESQUERDA DO RIO ARAGUARI;SEM NUMERO;;COMUNIDADE TRIUNFO;68915000;4;209
23;Ferreira Gomes;Urbana;16001567;ESC EST PROF MARIA IRACI TAVARES;RUA DUQUE DE CAXIAS;521;PREDIO;CENTRO;68915000;4;209
24;Itaubal;Rural;16001800;ESC EST ADELANO NUNES LACERDA;COMUNIDADE URUA;S/N;;;68976000;4;209
25;Itaubal;Rural;16001680;ESC EST ANA CLAUDINA PICANCO;COMUNIDADE CARMO DO MACACOARI;1133;;CENTRO;68976000;4;209
26;Itaubal;Rural;16001672;ESC EST COBRA;IGARAPE DO COBRA;648;;;68976000;4;209
27;Itaubal;Rural;16001702;ESC EST ESTEVAM DE CARVALHO COSTA;COMUNIDADE SANTA MARIA DO CURICACA;0613;;CURICACA;68976000;4;209
28;Itaubal;Rural;16001710;ESC EST EUGENIO MACHADO;FOZ DO RIO MACACOARI;S/N;;RURAL;68976000;4;209
29;Itaubal;Rural;16001761;ESC EST JERUSALEM DO PAU MULATO;IGARAPE PAU MULATO/VILA NOVA JERUSALEM;S/N;REGIAO RIBEIRINHA;;68976000;4;209
30;Itaubal;Rural;16001796;ESC EST SAO TOME DO MACACOARI;RIO MACACOARI;S/N;RIO MACACOARI;COMUNIDADE SAO TOME DO MACACOARI;68976000;4;209
31;Itaubal;Urbana;16001753;ESC EST WILSON HILL DE ARAUJO;AVENIDA PRUDENCIO COELHO;1126;;CENTRO;68976000;4;209
32;Laranjal do Jari;Rural;16004965;ESC EST ITABOCA DO CAJARI;COMUNIDADE ITABOCA DO CAJARI / ZONA RURAL;;COMUNIDADE;ZONA RURAL;68920000;4;209
33;Laranjal do Jari;Rural;16004990;ESC EST PADARIA;COMUNIDADE DE PADARIA;S/N;;CENTRO;68920000;4;209
34;Laranjal do Jari;Rural;16004930;ESC EST PROFª MARIA MENDES SIMOES;DISTRITO AGUA BRACA DO CAJARI;S/N;KM 59 BR 156;;68920000;4;209
35;Laranjal do Jari;Rural;16005872;ESC EST SANTA CLARA DO CAJARI;COMUNIDADE SANTA CLARA DO CAJARI;S/N;COMUNIDADE;COMUNIDADE SAO PEDRO;68920000;4;209
36;Laranjal do Jari;Rural;16005015;ESC EST SANTO ANTONIO DA CACHOEIRA;COMUNIDADE CACHOEIRA DE SANTO ANTONIO;S/N;;CENTRO;68920000;4;209
37;Laranjal do Jari;Rural;16009649;ESC INDIGENA EST AMATARE;ALDEIA PARAPARA;;;;68920000;4;209
38;Laranjal do Jari;Rural;16006356;ESC INDIGENA EST ANANAPIARE;RIO PARU DE LESTE/ALD. ANANAPIARE;SEM NUMERO;PARQUE DO TUMUCUMAQU;ALDEIA ANANAPIARE;68920000;4;209
39;Laranjal do Jari;Rural;16010388;ESC INDIGENA EST ANDRE MARAPI;ALDEIA ANDRE MARAPI;;TUMUCUMAQUE;PARQUE TUMUCUMAQUE;68920000;4;209
40;Laranjal do Jari;Rural;16007840;ESC INDIGENA EST ARANAPOTY;ALDEIA ITAPEKY;;;;68920000;4;209
41;Laranjal do Jari;Rural;16010086;ESC INDIGENA EST ASANTI;ALDEIA CACHOEIRINHA PARQUE DO TUMUCUMAQUE;;;;68920000;4;209
42;Laranjal do Jari;Rural;16009657;ESC INDIGENA EST FAZENDINHA;PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE;000;ALDEIA OROI ENTU;TUMUCUMAQU;68920000;4;209
43;Laranjal do Jari;Rural;16004833;ESC INDIGENA EST IMAKUANA AMAJAREHPO;PARQUE INDIGENA DO TUMUCUMAQUE;S/N;ALDEIA BONA;PARQUE DO TUMUCUMAQUE;68920000;4;209
44;Laranjal do Jari;Rural;16006330;ESC INDIGENA EST KUXARE;ALDEIA KUXARE PARQUE INDIGENA DO TUMUCUMAQUE;;PARQUE DO TUMUCUMAQU;;68920000;4;209
45;Laranjal do Jari;Rural;16009690;ESC INDIGENA EST KUYNPE KANPAI;ALDEIA YAWA PARQUENDO TUMUCUMAQUE;;;;68920000;4;209
46;Laranjal do Jari;Rural;16004868;ESC INDIGENA EST MATAWARE;ALDEIA MATAWARE;;PARQUE TUMUCUMAQUE;;68920000;4;209
47;Laranjal do Jari;Rural;16009193;ESC INDIGENA EST MAWAU TUTKO MITI;PARQUE INDIGENA TUMUCUMAQUE - ALDEIA TUHA ENTU;S/N;ALDEIA INDIGENA;;68923000;4;209
48;Laranjal do Jari;Rural;16004892;ESC INDIGENA EST MAXIPURIMO;ALDEIA MAXIPURIMO;;PARQ, TUMUCUMAQUE;;68920000;4;209
49;Laranjal do Jari;Rural;16009746;ESC INDIGENA EST MOKOLOK;ALDEIA JAHERAI;;;;68920000;4;209
50;Laranjal do Jari;Rural;16007859;ESC INDIGENA EST MUREI;PARQUE INDIGENA DE TUMUCUMAQUE;S/N;ALDEIA MUREI;MUREI;68920000;4;209
51;Laranjal do Jari;Rural;16004876;ESC INDIGENA EST PARU DE LESTE;ALDEIA TAPAUKU PARQUE DO TUMUCUMAQUE;;PARQUE TUMUCUMAQUE;;68920000;4;209
52;Laranjal do Jari;Rural;16005279;ESC INDIGENA EST PARUTAIKE;ALDEIA XUIXUIMENE;SEM NUMERO;;;68920000;4;209
53;Laranjal do Jari;Rural;16009754;ESC INDIGENA EST PIARAPO;ALDEIA KURUMURIHPANO;;;;68920000;4;209
54;Laranjal do Jari;Rural;16004914;ESC INDIGENA EST PURURE;RIO PARU D ESTE ALDEIA PURURE;;PI TUMUCUMAQUE;ALDEIA PURURE;68920000;4;209
55;Laranjal do Jari;Rural;16010078;ESC INDIGENA EST SANTO ANTONIO;ALDEIA SANTO ANTONIO;;TERRA INDIGENA;PARQUE DO TUMUCUMAQUE;68920000;4;209
56;Laranjal do Jari;Rural;16006348;ESC INDIGENA EST TAWAINEN;ALDEIA MISSAO TIRIYO;;PARQUE TUMUCUMAQUE;;68920000;4;209
57;Laranjal do Jari;Rural;16010396;ESC INDIGENA EST WARAHPO APARAI;ALDEIA ARAWAKA/PARQUE INDIGENA DO TUMUCUMAQUE;;;;68920000;4;209
58;Laranjal do Jari;Rural;16007913;ESC INDIGENA EST WEREKEMUN;PARQUE INDIGENA TUMUCUMAQUE - ALDEIA PARUWAKA;SN;;ALDEIA PARUWAKA;68923000;4;209
59;Laranjal do Jari;Rural;16009215;ESC INDIGENA EST WURAMUI;ALDEIA PEDRA DA ONCA;;PARQUE TUMUCUMAQUE;;68920000;4;209
60;Laranjal do Jari;Rural;16009738;ESCOLA INDIGENA EST AATESIWAI;PARQUE INDIGENA DO TUMUCUMAQUE;;;ALDEIA URUNAI;68920000;4;209
61;Laranjal do Jari;Urbana;16007905;ESC EST BOM AMIGO MANOEL MANDI;RUA VIOLETA;S/N;ESCOLA;LOTEAMENTO SARNEY;68920000;4;209
62;Laranjal do Jari;Urbana;16004949;ESC EST GAL EMILIO GARRASTAZU MEDICI;PASSARELA PRINCIPAL;0451;ESCOLA;MALVINAS;68920000;4;209
63;Laranjal do Jari;Urbana;16004957;ESC EST IRANDYR PONTES NUNES;AV. TANCREDO NEVES;679-A;;CENTRO;68920000;4;209
64;Laranjal do Jari;Urbana;16004906;ESC EST MINEKO HAYASHIDA;AVENIDA TANCREDO NEVES;2960;PROXIMO AO TERMINAL;AGRESTE;68920000;4;209
65;Laranjal do Jari;Urbana;16004884;ESC EST PROF MARIA DE NAZARE RODRIGUES DA SILVA;RUA EMILIO MEDICI;2965;;AGRESTE;68920000;4;209
66;Laranjal do Jari;Urbana;16005007;ESC EST PROF SONIA HENRIQUES BARRETO;AV. TANCREDO NEVES;0447;;CENTRO;68920000;4;209
67;Laranjal do Jari;Urbana;16010787;ESC EST PROF VANDA MARIA DE SOUZA CABETE;AVENIDA FORTALEZA;1456;ESCOLA;CAJARI;68920000;4;209
68;Macapá;Rural;16007654;ESC BOSQUE DO AMAPA MOD REG DO BAILIQUE;VILA PROGRESSO;SN;;NOVO PARAISO;68913000;4;209
69;Macapá;Rural;16003640;ESC EST ANDRE NEVES ROSA;RUA PRINCIPAL;326;TRACAJATUBA II;CENTRO;68912500;4;209
70;Macapá;Rural;16002091;ESC EST ANTONIO BRAULIO DE SOUZA;QUILOMBO MEL DA PEDREIRA BR 156 KM 30;0234;;CENTRAL;68900030;4;209
71;Macapá;Rural;16006364;ESC EST AQUARIQUARA;RIO AQUARIQUARA;S/N;;MACAPA RURAL;68912300;4;209
72;Macapá;Rural;16002261;ESC EST ARIRI;BR 210 KM 33 COMUNIDADE ARIRI;S/N;;CENTRAL;68900022;4;209
73;Macapá;Rural;16002288;ESC EST BACABA;RIO PEDREIRA;;COMUNIDADE DO BACABA;BACABA;68912350;4;209
74;Macapá;Rural;16003713;ESC EST BENEVENUTO SOARES RODRIGUES;FREGUESIA DO BAILIQUE;S/N;;;68913000;4;209
75;Macapá;Rural;16003691;ESC EST BENTO TOLOSA DE SANTANA;FOZ DO RIO GURIJUBA;0875;DISTRITO DO BAILIQUE;;68913000;4;209
76;Macapá;Rural;16002679;ESC EST BERNADINO SILVA;VILA DE PONTA GROSSA;1109;;CENTRO;68912500;4;209
77;Macapá;Rural;16003659;ESC EST BOM JARDIM;ILHA DO FAUSTINO;S/N;;;68913000;4;209
78;Macapá;Rural;16006216;ESC EST CACHOEIRA DO RIO PEDREIRA;MARGEM ESQUERDA DO RIO PEDREIRA;S/N;CACHOEIRA DO RIO PED;DISTRITO DO RIO PEDREIRA;68912350;4;209
79;Macapá;Rural;16003667;ESC EST CANAL DO GUIMARAES;COMUNIDADE DO IGARAPE DO MEIO;S/N;;;68913000;4;209
80;Macapá;Rural;16002300;ESC EST CARAPANATUBA;COMUNIDADE DE CARAPANATUBA;;;;68913000;4;209
81;Macapá;Rural;16006232;ESC EST CIRILO PANTOJA;RETIRO TAMANDUA;502;DISTRITO DA PEDREIRA;;68912350;4;209
82;Macapá;Rural;16003675;ESC EST CLAUDIO DOS SANTOS BARBOSA;VILA PROGRESSO;2118;DISTRITO DO BAILIQUE;VIEIRA;68913000;4;209
83;Macapá;Rural;16002350;ESC EST DANIEL DE CARVALHO;RODOVIA AP 070 KM 46;485;COMUN. STO. ANTONIO;SANTO ANTONIO DA PEDREIRA;68912350;4;209
84;Macapá;Rural;16004310;ESC EST DE TEMPO INTEGRAL PE JOAO PIAMARTA;RODOVIA DE DUCA SERRA;1753;KM 06;DISTRITO DO CORACAO;68906801;4;209
85;Macapá;Rural;16008251;ESC EST DO PESCADO;RIO PESCADO, FAZENDA SANTA CLARA;;;APA DO RIO CURIAU;68912300;4;209
86;Macapá;Rural;16003837;ESC EST ERIVALDO FERREIRA DOS SANTOS;COMUNIDADE DO SANTO ANTONIO DO BAILIQUE;;BAILIQUE;;68913000;4;209
87;Macapá;Rural;16006224;ESC EST FILADELFIA DO IGARAPE GRANDE;IGARAPE GRANDE DA TERRA GRANDE- COMUNIDADE DE FILADELFIA;S/N;;;68913000;4;209
88;Macapá;Rural;16003705;ESC EST FRANCO GRANDE;COMUNIDADE FRANCO GRANDE;;BISTRITO DO BAILIQUE;;68913000;4;209
89;Macapá;Rural;16007387;ESC EST FRANQUINHO DO BAILIQUE;COMUNIDADE FRANQUINHO DO BAILIQUE;S/N;DISTRITO DO BAILIQUE;;68913000;4;209
90;Macapá;Rural;16002075;ESC EST GAL CARROMBERT PEREIRA DA COSTA;RODOVIA BR-156;SN;KM 12 ILHA REDONDA;LAGOA AZUL;68909788;4;209
91;Macapá;Rural;16003950;ESC EST GARIMPO DE SAO TOME;COMUNIDADE GARIMPO DE SAO TOME;;;;68912500;4;209
92;Macapá;Rural;16003918;ESC EST GOVERNADOR IVANHOE GONCALVES MARTINS;RAMAL POLO HORTIFRUTE;4248;;FAZENDINHA;68911075;4;209
93;Macapá;Rural;16006844;ESC EST IGARAPE DAS ARMAS;BR 156, KM 21;230;;CENTRAL/ TORRAO DO MATAPI;68900010;4;209
94;Macapá;Rural;16003730;ESC EST IGARAPE DO BURITIZAL;IGARAPE DO BURITIZAL;;COM IGARAPE DO BURIT;BAILIQUE;68913000;4;209
95;Macapá;Rural;16006267;ESC EST IGARAPE DO CARNEIRO;COMUNIDADE DE IGARAPE DO CARNEIRO;872;;CENTRO;68913000;4;209
96;Macapá;Rural;16003748;ESC EST IGARAPE DO MARINHEIRO;VILA IGARAPE DO MARINHEIRO DE FORA;S/N;MUNICIPIO DE MACAPA;DISTRITO DO BAILIQUE;68913000;4;209
97;Macapá;Rural;16003608;ESC EST IGARAPE GRANDE DA TERRA GRANDE;COMUNIDADE DA TERRA GRANDE DA TERRA GRANDE;;VILA EQUADOR;BAILIQUE;68913000;4;209
98;Macapá;Rural;16003756;ESC EST IGARAPE GRANDE DO CURUA;COMUNIDADE IGARAPE GRANDE DO CURUA;872;DISTRITO DE BAILIQUE;ILHA DO CURUA;68913000;4;209
99;Macapá;Rural;16003772;ESC EST ITAMATATUBA;COMUNIDADE DE ITAMATATUBA;;;;68913000;4;209
100;Macapá;Rural;16010647;ESC EST JOAO HENRIQUE DA SILVA;COMUNIDADE VILA DO JUNCO;1315;;;68900013;4;209
101;Macapá;Rural;16002474;ESC EST JOAO MACIEL AMANAJAS;RIO IPIXUNA MIRANDA;64;;IPIXUNA MIRANDA;68912350;4;209
102;Macapá;Rural;16010604;ESC EST JOSE ALVES GOUVEIA;IGARAPE PRACUUBA;S/N;;;68913000;4;209
103;Macapá;Rural;16003926;ESC EST JOSE DO PATROCINIO;RUA VILA OPERARIA;0203;;FAZENDINHA;68911153;4;209
104;Macapá;Rural;16003977;ESC EST JOSE OLIVEIRA COELHO;COMUNIDADE DE SAO BENEDITO DO PACUI;670;;VILA DE SAO BENEDITO DO PACUI;68912000;4;209
105;Macapá;Rural;16003810;ESC EST JULIA BRUNO;COMUNIDADE PONTA DA ESPERANCA;S/N;RURAL;BAILIQUE;68913000;4;209
106;Macapá;Rural;16003969;ESC EST JULIO GONCALVES DA COSTA;AV. CABRALZINHO;1092;IGREJA CEMEADAP;DISTRITO DE SANTA LUZIA DO PACUI;68912530;4;209
107;Macapá;Rural;16003616;ESC EST MANOEL DOS REIS;VILA PALESTINA;907;RIO GURIJUBA;MACAPA/RURAL;68913000;4;209
108;Macapá;Rural;16003179;ESC EST MANOEL JOSE SANTOS DA SILVA;IGARAPE MANOEL JOSE;SN;RIBEIRINHA;COMUNIDADE MANOEL JOSE;68909000;4;209
109;Macapá;Rural;16003780;ESC EST MANOEL PEREIRA HERCULANO;JABURUZINHO;;;;68913000;4;209
110;Macapá;Rural;16007492;ESC EST MARIA ANGELICA PEREIRA GOES;AVENIDA VICENTE BRANDAO;489;;FAZENDINHA;68911130;4;209
111;Macapá;Rural;16003799;ESC EST MARIA JOSE CAMPELO DA SILVA;COMUNIDADE LIMAO DO CURUA;0874;BAILIQUE;ARQUIPELAGO DO BAILIQUE;68913000;4;209
112;Macapá;Rural;16007360;ESC EST MARIA LOPES DA CONCEICAO;VILA SANTA CRUZ DO TRACAJATUBA;0680;ZONA RURAL;TRACAJATUBA I;68912500;4;209
113;Macapá;Rural;16002636;ESC EST MARUANUM II;COMUNIDADE DE MARUANUM II;60;;;68912000;4;209
114;Macapá;Rural;16002113;ESC EST NAZARE DA PEDREIRA;COMUNIDADE DE LONTRA DA PEDREIRA;1135;COMUNIDADE;VILA DO LONTRA DA PEDREIRA;68912350;4;209
115;Macapá;Rural;16002164;ESC EST NESTOR BARBOSA DA SILVA;RODOVIA ALCEU PAULO RAMOS AP70;2091;;COMUNIDADE RESSACA DA PEDREIRA;68912350;4;209
116;Macapá;Rural;16002571;ESC EST OLENDINA FERREIRA DO ROSARIO;COMUNIDADE DE CAROBAL-CRB/AP;1108;ESCOLA;COMUNIDADE CAROBAL;68912500;4;209
117;Macapá;Rural;16003683;ESC EST ORLANTINO TEUNA CAMPOS;COMUNIDADE DE SAO PEDRO DO CURUA;S/N;ILHA DO CURUA;COMUNIDADE SAO PEDRO;68913000;4;209
118;Macapá;Rural;16002652;ESC EST PEDRO ALCANTARA CHAVES LOPES;JOSE MARIANO PICANCO;1134;;ABACATE DA PEDREIRA;68912350;4;209
119;Macapá;Rural;16002865;ESC EST PROF ANTONIO FIGUEIREDO DA SILVA;RODOVIA MACAPA - LARANJAL DO JARI-KM 32;1077;COMUNIDADE;TORRAO DO MATAPI;68912350;4;209
120;Macapá;Rural;16003829;ESC EST PROF GLICERIO DE S FIGUEIREDO;PONTA DO CURUA;013;DISTRITO DE MACAPA;BAILIQUE;68913000;4;209
121;Macapá;Rural;16006798;ESC EST PROF HELENISE WALMIRA DIAS SANTOS;RODOVIA AP-20 LINHA B;775;ESCOLA;MARABAIXO;68909899;4;209
122;Macapá;Rural;16011201;ESC EST PROF JACINTA MARIA RODRIGUES DE CARVALHO;RUA DA MARINHA;S/N;;MURUCI FAZENDINHA;68911450;4;209
123;Macapá;Rural;16002237;ESC EST PROF JOAQUIM MANOEL DE JESUS PICANCO;RUA MANOEL DE SOUZA PEREIRA;;;COMUNIDADE DO AMBE;68912000;4;209
